tag3	tag1	name	autonym
mwy		Mosiro	
mwz		Moingi	
mxa		Northwest Oaxaca Mixtec	Tu’un sav
mxb		Tezoatlán Mixtec	Tu’un nda’i
mxc		Manyika	
mxd		Modang	
mxe		Mele-Fila	
mxf		Malgbe	
mxg		Mbangala	
mxh		Mvuba	
mxi		Mozarabic	
mxj		Miju-Mishmi	Kman
mxk		Monumbo	
mxl		Maxi Gbe	
mxm		Meramera	
mxn		Moi (Indonesia)	
mxo		Mbowe	
mxp		Tlahuitoltepec Mixe	
mxq		Juquila Mixe	
mxr		Murik (Malaysia)	
mxs		Huitepec Mixtec	Tu’un sav
mxt		Jamiltepec Mixtec	
mxu		Mada (Cameroon)	
mxv		Metlatónoc Mixtec	
mxw		Namo	
mxx		Mahou	
mxy		Southeastern Nochixtlán Mixtec	
mxz		Central Masela	
myb		Mbay	
myc		Mayeka	
myd		Maramba	
mye		Myene	
myf		Bambassi	Màwés Aasʼè
myg		Manta	
myh		Makah	
myi		Mina (India)	
myj		Mangayat	
myk		Mamara Senoufo	
myl		Moma	
mym		Me'en	
myo		Anfillo	
myp		Pirahã	
myr		Muniche	
mys		Mesmes	
myu		Mundurukú	
myv		Erzya	
myw		Muyuw	
myx		Masaaba	
myy		Macuna	
myz		Classical Mandaic	
mza		Santa María Zacatepec Mixtec	Tu’un Va’a
mzb		Tumzabt	
mzc		Madagascar Sign Language	
mzd		Malimba	
mze		Morawa	
mzg		Monastic Sign Language	
mzh		Wichí Lhamtés Güisnay	Wichí Lhamtés
mzi		Ixcatlán Mazatec	En ningotsie
mzj		Manya	
mzk		Nigeria Mambila	
mzl		Mazatlán Mixe	
mzm		Mumuye	
mzn		Mazanderani	مازرونی
mzo		Matipuhy	
mzp		Movima	
mzq		Mori Atas	
mzr		Marúbo	
mzs		Macanese	
mzt		Mintil	
mzu		Inapang	
mzv		Manza	
mzw		Deg	
mzx		Mawayana	
mzy		Mozambican Sign Language	
mzz		Maiadomu	
naa		Namla	
nab		Southern Nambikuára	
nac		Narak	
nae		Naka'ela	
naf		Nabak	
nag		Naga Pidgin	
naj		Nalu	
nak		Nakanai	
nal		Nalik	
nam		Ngan'gityemerri	
nan		Min Nan Chinese	闽南语‎ (Minnanyu)
nao		Naaba	
nap		Neapolitan	
naq		Nama	Khoekhoegowab
nar		Iguta	
nas		Naasioi	
nat		Ca̱hungwa̱rya̱	
naw		Nawuri	
nax		Nakwi	
nay		Narrinyeri	
naz		Coatepec Nahuatl	
nba		Nyemba	
nbb		Ndoe	
nbc		Chang Naga	
nbd		Ngbinda	
nbe		Konyak Naga	
nbg		Nagarchal	
nbh		Ngamo	
nbi		Mao Naga	
nbj		Ngarinman	
nbk		Nake	
nbm		Ngbaka Ma'bo	
nbn		Kuri	
nbo		Nkukoli	
nbp		Nnam	
nbq		Nggem	
nbr		Numana-Nunku-Gbantu-Numbu	
nbs		Namibian Sign Language	
nbt		Na	
nbu		Rongmei Naga	
nbv		Ngamambo	
nbw		Southern Ngbandi	
nby		Ningera	
nca		Iyo	
ncb		Central Nicobarese	
ncc		Ponam	
ncd		Nachering	
nce		Yale	
ncf		Notsi	
ncg		Nisga'a	
nch		Central Huasteca Nahuatl	
nci		Classical Nahuatl	
ncj		Northern Puebla Nahuatl	
nck		Nakara	
ncl		Michoacán Nahuatl	
ncm		Nambo	
ncn		Nauna	
nco		Sibe	
ncp		Ndaktup	
ncq		Northern Katang	
ncr		Ncane	
ncs		Nicaraguan Sign Language	
nct		Chothe Naga	
ncu		Chumburung	
ncx		Central Puebla Nahuatl	
ncz		Natchez	
nda		Ndasa	
ndb		Kenswei Nsei	Nsei
ndc		Ndau	
ndd		Nde-Nsele-Nta	
ndf		Nadruvian	
ndg		Ndengereko	
ndh		Ndali	
ndi		Samba Leko	
ndj		Ndamba	
ndk		Ndaka	
ndl		Ndolo	
ndm		Ndam	
ndn		Ngundi	
ndp		Ndo	
ndq		Ndombe	
ndr		Ndoola	
nds		Low German	Neddersass’sch
ndt		Ndunga	
ndu		Dugun	
ndv		Ndut	Ndut
ndw		Ndobo	
ndx		Nduga	
ndy		Lutos	
ndz		Ndogo	Co Ndogo
nea		Eastern Ngad'a	
neb		Toura (Côte d'Ivoire)	
nec		Nedebang	
ned		Nde-Gbite	
nee		Nêlêmwa-Nixumwak	
nef		Nefamese	
neg		Negidal	
neh		Nyenkha	
nei		Neo-Hittite	
nej		Neko	
nek		Neku	
nem		Nemi	
nen		Nengone	
neo		Ná-Meo	
neq		North Central Mixe	
ner		Yahadian	
nes		Bhoti Kinnauri	
net		Nete	
neu		Neo	
nev		Nyaheun	
new		Newari	नेवाः भाय्‎ (Newah Bhaaye)
nex		Neme	
ney		Neyo	
nez		Nez Perce	
nfa		Dhao	
nfd		Ahwai	
nfl		Ayiwo	
nfr		Nafaanra	
nfu		Mfumte	
nga		Ngbaka	
ngb		Northern Ngbandi	
ngc		Ngombe (Democratic Republic of Congo)	
ngd		Ngando (Central African Republic)	
nge		Ngemba	
ngg		Ngbaka Manza	
ngh		N/u	
ngi		Ngizim	
ngj		Ngie	
ngk		Dalabon	
ngl		Lomwe	
ngm		Ngatik Men's Creole	
ngn		Ngwo	
ngo		Ngoni	
ngp		Ngulu	
ngq		Ngurimi	
ngr		Engdewu	
ngs		Gvoko	
ngt		Kriang	
ngu		Guerrero Nahuatl	
ngv		Nagumi	
ngw		Ngwaba	
ngx		Nggwahyi	
ngy		Tibea	
ngz		Ngungwel	
nha		Nhanda	
nhb		Beng	
nhc		Tabasco Nahuatl	
nhd		Chiripá	Ava Guaraní
nhe		Eastern Huasteca Nahuatl	
nhf		Nhuwala	
nhg		Tetelcingo Nahuatl	
nhh		Nahari	
nhi		Zacatlán-Ahuacatlán-Tepetzintla Nahuatl	
nhk		Isthmus-Cosoleacaque Nahuatl	
nhm		Morelos Nahuatl	
nhn		Central Nahuatl	
nho		Takuu	
nhp		Isthmus-Pajapan Nahuatl	
nhq		Huaxcaleca Nahuatl	
nhr		Naro	Naro
nht		Ometepec Nahuatl	
nhu		Noone	
nhv		Temascaltepec Nahuatl	
nhw		Western Huasteca Nahuatl	
nhx		Isthmus-Mecayapan Nahuatl	
nhy		Northern Oaxaca Nahuatl	
nhz		Santa María La Alta Nahuatl	
nia		Nias	
nib		Nakame	
nid		Ngandi	
nie		Niellim	
nif		Nek	
nig		Ngalakan	
nih		Nyiha (Tanzania)	
nii		Nii	
nij		Ngaju	
nik		Southern Nicobarese	
nil		Nila	
nim		Nilamba	
nin		Ninzo	
nio		Nganasan	
niq		Nandi	
nir		Nimboran	
nis		Nimi	
nit		Southeastern Kolami	
niu		Niuean	Vagahau Niuē
niv		Gilyak	Nivkh
niw		Nimo	
nix		Hema	
niy		Ngiti	Ndruna
niz		Ningil	
nja		Nzanyi	
njb		Nocte Naga	
njd		Ndonde Hamba	
njh		Lotha Naga	
nji		Gudanji	
njj		Njen	
njl		Njalgulgule	
njm		Angami Naga	
njn		Liangmai Naga	
njo		Ao Naga	
njr		Njerep	
njs		Nisa	
njt		Ndyuka-Trio Pidgin	
nju		Ngadjunmaya	
njx		Kunyi	
njy		Njyem	
njz		Nyishi	Nil
nka		Nkoya	
nkb		Khoibu Naga	
nkc		Nkongho	
nkd		Koireng	
nke		Duke	
nkf		Inpui Naga	Inpui
nkg		Nekgini	
nkh		Khezha Naga	
nki		Thangal Naga	
nkj		Nakai	
nkk		Nokuku	
nkm		Namat	
nkn		Nkangala	
nko		Nkonya	Nkunya
nkp		Niuatoputapu	
nkq		Nkami	
nkr		Nukuoro	Nukuoro
nks		North Asmat	
nkt		Nyika (Tanzania)	
nku		Bouna Kulango	
nkv		Nyika (Malawi and Zambia)	
nkw		Nkutu	
nkx		Nkoroo	
nkz		Nkari	
nla		Ngombale	
nlc		Nalca	
nle		East Nyala	
nlg		Gela	
nli		Grangali	
nlj		Nyali	
nlk		Ninia Yali	
nll		Nihali	
nlo		Ngul	
nlq		Lao Naga	
nlu		Nchumbulu	
nlv		Orizaba Nahuatl	
nlw		Walangama	
nlx		Nahali	
nly		Nyamal	
nlz		Nalögo	Nalögo
nma		Maram Naga	
nmb		Big Nambas	
nmc		Ngam	
nmd		Ndumu	
nme		Mzieme Naga	
nmf		Tangkhul Naga (India)	
nmg		Kwasio	Kwasio
nmh		Monsang Naga	
nmi		Nyam	
nmj		Ngombe (Central African Republic)	
nmk		Namakura	
nml		Ndemli	
nmm		Manangba	
nmn		!Xóõ	
nmo		Moyon Naga	
nmp		Nimanbur	
nmq		Nambya	
nmr		Nimbari	
nms		Letemboi	
nmt		Namonuito	
nmu		Northeast Maidu	
nmv		Ngamini	
nmw		Nimoa	
nmx		Nama (Papua New Guinea)	
nmy		Namuyi	
nmz		Nawdm	
nna		Nyangumarta	
nnb		Nande	
nnc		Nancere	
nnd		West Ambae	
nne		Ngandyera	
nnf		Ngaing	
nng		Maring Naga	
nnh		Ngiemboon	Shwóŋò ngiembɔɔn
nni		North Nuaulu	
nnj		Nyangatom	
nnk		Nankina	
nnl		Northern Rengma Naga	
nnm		Namia	
nnn		Ngete	
nnp		Wancho Naga	
nnq		Ngindo	
nnr		Narungga	
nns		Ningye	
nnt		Nanticoke	
nnu		Dwang	
nnv		Nugunu (Australia)	
nnw		Southern Nuni	
nny		Nyangga	
nnz		Nda'nda'	
noa		Woun Meu	Woun Meu
noc		Nuk	
nod		Northern Thai	
noe		Nimadi	
nof		Nomane	
nog		Nogai	
noh		Nomu	
noi		Noiri	
noj		Nonuya	
nok		Nooksack	
nol		Nomlaki	
nom		Nocamán	
non		Old Norse	
nop		Numanggang	
noq		Ngongo	
nos		Eastern Nisu	
not		Nomatsiguenga	Nomatsigenga
nou		Ewage-Notu	
nov		Novial	
now		Nyambo	
noy		Noy	
noz		Nayi	
npa		Nar Phu	
npb		Nupbikha	
npg		Ponyo-Gongwang Naga	Gongwang Naga, Ponyo Naga
nph		Phom Naga	
npi		Nepali (individual language)	नेपाली‎ (Nepālī)
npl		Southeastern Puebla Nahuatl	
npn		Mondropolon	
npo		Pochuri Naga	
nps		Nipsan	
npu		Puimei Naga	
npx		Noipx	
npy		Napu	
nqg		Southern Nago	
nqk		Kura Ede Nago	
nql		Ngendelengo	
nqm		Ndom	
nqn		Nen	
nqo		N’Ko	
nqq		Kyan-Karyaw Naga	
nqy		Akyaung Ari Naga	
nra		Ngom	
nrb		Nara	
nrc		Noric	
nre		Southern Rengma Naga	
nrf		Jèrriais	
nrg		Narango	
nri		Chokri Naga	
nrk		Ngarla	
nrl		Ngarluma	
nrm		Narom	
nrn		Norn	
nrp		North Picene	
nrr		Norra	
nrt		Northern Kalapuya	
nru		Narua	
nrx		Ngurmbur	
nrz		Lala	
nsa		Sangtam Naga	
nsc		Nshi	
nsd		Southern Nisu	
nse		Nsenga	
nsf		Northwestern Nisu	
nsg		Ngasa	
nsh		Ngoshie	
nsi		Nigerian Sign Language	
nsk		Naskapi	
nsl		Norwegian Sign Language	
nsm		Sumi Naga	
nsn		Nehan	
nso		Northern Sotho	Sesotho sa Leboa
nsp		Nepalese Sign Language	
nsq		Northern Sierra Miwok	
nsr		Maritime Sign Language	
nss		Nali	
nst		Tase Naga	Tangshang Naga
nsu		Sierra Negra Nahuatl	
nsv		Southwestern Nisu	
nsw		Navut	
nsx		Nsongo	
nsy		Nasal	
nsz		Nisenan	
ntd		Northern Tidung	
nte		Nathembo	
ntg		Ngantangarra	
nti		Natioro	
ntj		Ngaanyatjarra	
ntk		Ikoma-Nata-Isenye	
ntm		Nateni	
nto		Ntomba	
ntp		Northern Tepehuan	O’otham
ntr		Delo	
ntu		Natügu	Natügu
ntw		Nottoway	
ntx		Tangkhul Naga (Myanmar)	Tangkhul Naga
nty		Mantsi	
ntz		Natanzi	
nua		Yuanga	
nuc		Nukuini	
nud		Ngala	
nue		Ngundu	
nuf		Nusu	
nug		Nungali	
nuh		Ndunda	
nui		Ngumbi	
nuj		Nyole	
nuk		Nuu-chah-nulth	
nul		Nusa Laut	
num		Niuafo'ou	
nun		Anong	Anong
nuo		Nguôn	
nup		Nupe-Nupe-Tako	Nupe
nuq		Nukumanu	Nukumanu
nur		Nukuria	
nus		Nuer	Thok Nath
nut		Nung (Viet Nam)	
nuu		Ngbundu	
nuv		Northern Nuni	
nuw		Nguluwan	
nux		Mehek	
nuy		Nunggubuyu	
nuz		Tlamacazapa Nahuatl	
nvh		Nasarian	
nvm		Namiae	
nvo		Nyokon	
nwa		Nawathinehena	
nwb		Nyabwa	
nwc		Classical Newari	
nwe		Ngwe	
nwg		Ngayawung	
nwi		Southwest Tanna	
nwm		Nyamusa-Molo	
nwo		Nauo	
nwr		Nawaru	
nwx		Middle Newar	
nwy		Nottoway-Meherrin	
nxa		Nauete	
nxd		Ngando (Democratic Republic of Congo)	
nxe		Nage	
nxg		Ngad'a	
nxi		Nindi	
nxk		Koki Naga	
nxl		South Nuaulu	
nxm		Numidian	
nxn		Ngawun	
nxo		Ndambomo	
nxq		Naxi	Naqxi
nxr		Ninggerum	
nxu		Narau	
nxx		Nafri	
nyb		Nyangbo	
nyc		Nyanga-li	
nyd		Nyore	
nye		Nyengo	
nyf		Giryama	
nyg		Nyindu	
nyh		Nyigina	
nyi		Ama (Sudan)	
nyj		Nyanga	
nyk		Nyaneka	
nyl		Nyeu	
nym		Nyamwezi	
nyn		Nyankole	Runyankore
nyo		Nyoro	
nyp		Nyang'i	
nyq		Nayini	
nyr		Nyiha (Malawi)	
nys		Nyunga	
nyt		Nyawaygi	
nyu		Nyungwe	Cinyungwe
nyv		Nyulnyul	
nyw		Nyaw	
nyx		Nganyaywana	
nyy		Nyakyusa-Ngonde	
nza		Tigon Mbembe	
nzb		Njebi	
nzi		Nzima	
nzk		Nzakara	
nzm		Zeme Naga	
nzs		New Zealand Sign Language	
nzu		Teke-Nzikou	
nzy		Nzakambay	
nzz		Nanga Dama Dogon	
oaa		Orok	
oac		Oroch	
oar		Old Aramaic (up to 700 BCE)	
oav		Old Avar	
obi		Obispeño	
obk		Southern Bontok	
obl		Oblo	
obm		Moabite	
obo		Obo Manobo	Manobo
obr		Old Burmese	
obt		Old Breton	
obu		Obulom	
oca		Ocaina	
och		Old Chinese	
oco		Old Cornish	
ocu		Atzingo Matlatzinca	
oda		Odut	
odk		Od	
odt		Old Dutch	
odu		Odual	
ofo		Ofo	
ofs		Old Frisian	
ofu		Efutop	
ogb		Ogbia	
ogc		Ogbah	
oge		Old Georgian	
ogg		Ogbogolo	
ogo		Khana	
ogu		Ogbronuagum	
oht		Old Hittite	
ohu		Old Hungarian	
oia		Oirata	
oin		Inebu One	
ojb		Northwestern Ojibwa	
ojc		Central Ojibwa	
ojg		Eastern Ojibwa	
ojp		Old Japanese	
ojs		Severn Ojibwa	
ojv		Ontong Java	
ojw		Western Ojibwa	Anishnaubemowin
oka		Okanagan	Nsyilxcen
okb		Okobo	
okd		Okodia	
oke		Okpe (Southwestern Edo)	
okg		Koko Babangk	
okh		Koresh-e Rostam	
oki		Okiek	
okj		Oko-Juwoi	
okk		Kwamtim One	
okl		Old Kentish Sign Language	
okm		Middle Korean (10th-16th cent.)	
okn		Oki-No-Erabu	
oko		Old Korean (3rd-9th cent.)	
okr		Kirike	
oks		Oko-Eni-Osayen	
oku		Oku	
okv		Orokaiva	
okx		Okpe (Northwestern Edo)	
ola		Walungge	
old		Mochi	
ole		Olekha	
olk		Olkol	
olm		Oloma	
olo		Livvi	Livvin kieli
olr		Olrat	Olrat
olt		Old Lithuanian	
olu		Kuvale	Kuvale, Olukuvale
oma		Omaha-Ponca	
omb		East Ambae	
omc		Mochica	
omg		Omagua	
omi		Omi	
omk		Omok	
oml		Ombo	
omn		Minoan	
omo		Utarmbung	
omp		Old Manipuri	
omr		Old Marathi	
omt		Omotik	
omu		Omurano	
omw		South Tairora	
omx		Old Mon	
ona		Ona	
onb		Lingao	
one		Oneida	
ong		Olo	
oni		Onin	
onj		Onjob	
onk		Kabore One	
onn		Onobasulu	
ono		Onondaga	
onp		Sartang	Sartang
onr		Northern One	
ons		Ono	
ont		Ontenu	
onu		Unua	
onw		Old Nubian	
onx		Onin Based Pidgin	
ood		Tohono O'odham	Tohono O’otham
oog		Ong	
oon		Önge	
oor		Oorlams	
oos		Old Ossetic	
opa		Okpamheri	
opk		Kopkaka	
opm		Oksapmin	
opo		Opao	
opt		Opata	
opy		Ofayé	
ora		Oroha	
orc		Orma	
ore		Orejón	Maijuna
org		Oring	
orh		Oroqen	
orn		Orang Kanaq	
oro		Orokolo	
orr		Oruma	
ors		Orang Seletar	
ort		Adivasi Oriya	
oru		Ormuri	
orv		Old Russian	
orw		Oro Win	
orx		Oro	
ory		Odia	ଓଡ଼ିଆ‎ (Oḍiā)
orz		Ormu	
osa		Osage	
osc		Oscan	
osi		Osing	
oso		Ososo	
osp		Old Spanish	
ost		Osatu	
osu		Southern One	
osx		Old Saxon	
ota		Ottoman Turkish	
otb		Old Tibetan	
otd		Ot Danum	
ote		Mezquital Otomi	Hñahñu
oti		Oti	
otk		Old Turkish	
otl		Tilapa Otomi	
otm		Eastern Highland Otomi	Yuhu
otn		Tenango Otomi	
otq		Querétaro Otomi	Hñohño
otr		Otoro	
ots		Estado de México Otomi	Hñatho
ott		Temoaya Otomi	
otu		Otuke	
otw		Ottawa	
otx		Texcatepec Otomi	
oty		Old Tamil	
otz		Ixtenco Otomi	
oua		Tagargrent	
oub		Glio-Oubi	
oue		Oune	
oui		Old Uighur	
oum		Ouma	
ovd		Elfdalian	
owi		Owiniga	
owl		Old Welsh	
oyb		Oy	
oyd		Oyda	
oym		Wayampi	
oyy		Oya'oya	
ozm		Koonzime	
pab		Parecís	
pac		Pacoh	
pad		Paumarí	
pae		Pagibete	
paf		Paranawát	
pag		Pangasinan	
pah		Tenharim	Kagwahiva
pai		Pe	
pak		Parakanã	
pal		Pahlavi	
pam		Pampanga	
pao		Northern Paiute	
pap		Papiamento	Papiamentu
paq		Parya	
par		Panamint	
pas		Papasena	
pat		Papitalai	
pau		Palauan	Tekoi ra Belau
pav		Pakaásnovos	
paw		Pawnee	
pax		Pankararé	
pay		Pech	
paz		Pankararú	
pbb		Páez	Nasa Yuwe
pbc		Patamona	
pbe		Mezontla Popoloca	
pbf		Coyotepec Popoloca	
pbg		Paraujano	
pbh		E'ñapa Woromaipu	E’ñepa
pbi		Parkwa	
pbl		Mak (Nigeria)	
pbn		Kpasam	
pbo		Papel	
pbp		Badyara	
pbr		Pangwa	
pbs		Central Pame	Xi’oi
pbt		Southern Pashto	پښتو‎‎ (Pax̌tō)
pbu		Northern Pashto	پښتو‎ (Pashto)
pbv		Pnar	
pby		Pyu (Papua New Guinea)	
pca		Santa Inés Ahuatempan Popoloca	Nquivā
pcb		Pear	
pcc		Bouyei	
pcd		Picard	
pce		Ruching Palaung	
pcf		Paliyan	
pcg		Paniya	
pch		Pardhan	
pci		Duruwa	
pcj		Parenga	
pck		Paite Chin	Paite Chin
pcl		Pardhi	
pcm		Nigerian Pidgin	Naijá, Pidgin
pcn		Piti	
pcp		Pacahuara	
pcw		Pyapun	
pda		Anam	
pdc		Pennsylvania German	
pdi		Pa Di	
pdn		Podena	
pdo		Padoe	
pdt		Plautdietsch	
pdu		Kayan	Kayan, Kayan
pea		Peranakan Indonesian	
peb		Eastern Pomo	
ped		Mala (Papua New Guinea)	
pee		Taje	
pef		Northeastern Pomo	
peg		Pengo	
peh		Bonan	
pei		Chichimeca-Jonaz	
pej		Northern Pomo	
pek		Penchal	
pel		Pekal	
pem		Phende	
peo		Old Persian	
pep		Kunja	
peq		Southern Pomo	
pes		Iranian Persian	فارسی‎ (Fārsi)
pev		Pémono	
pex		Petats	
pey		Petjo	
pez		Eastern Penan	
pfa		Pááfang	
pfe		Peere	
pfl		Palatine German	
pga		Sudanese Creole Arabic	Arabi Juba
pgd		Gāndhārī	
pgg		Pangwali	
pgi		Pagi	
pgk		Rerep	
pgl		Primitive Irish	
pgn		Paelignian	
pgs		Pangseng	
pgu		Pagu	
pgz		Papua New Guinean Sign Language	
pha		Pa-Hng	
phd		Phudagi	
phg		Phuong	
phh		Phukha	
phk		Phake	
phl		Phalura	
phm		Phimbi	
phn		Phoenician	
pho		Phunoi	
phq		Phana'	
phr		Pahari-Potwari	
pht		Phu Thai	
phu		Phuan	
phv		Pahlavani	
phw		Phangduwali	
pia		Pima Bajo	Oob No’ok
pib		Yine	Yine
pic		Pinji	
pid		Piaroa	De’aruwã thiwene
pie		Piro	
pif		Pingelapese	
pig		Pisabo	
pih		Pitcairn-Norfolk	
pii		Pini	
pij		Pijao	
pil		Yom	
pim		Powhatan	
pin		Piame	
pio		Piapoco	Wenewika
pip		Pero	
pir		Piratapuyo	
pis		Pijin	
pit		Pitta Pitta	
piu		Pintupi-Luritja	
piv		Pileni	
piw		Pimbwe	
pix		Piu	
piy		Piya-Kwonci	Ambandi
piz		Pije	
pjt		Pitjantjatjara	
pka		Ardhamāgadhī Prākrit	
pkb		Pokomo	
pkc		Paekche	
pkg		Pak-Tong	
pkh		Pankhu	
pkn		Pakanha	
pko		Pökoot	
pkp		Pukapuka	Te Leo Wale
pkr		Attapady Kurumba	
pks		Pakistan Sign Language	
pkt		Maleng	
pku		Paku	
pla		Miani	
plb		Polonombauk	
plc		Central Palawano	
pld		Polari	
ple		Palu'e	
plg		Pilagá	
plh		Paulohi	
plj		Polci	
plk		Kohistani Shina	
pll		Shwe Palaung	
pln		Palenquero	
plo		Oluta Popoluca	
plp		Palpa	
plq		Palaic	
plr		Palaka Senoufo	
pls		San Marcos Tlacoyalco Popoloca	Ngigua
plt		Plateau Malagasy	Malagasy, Malagasy fiteny
plu		Palikúr	Pa’ikwaki
plv		Southwest Palawano	
plw		Brooke's Point Palawano	
ply		Bolyu	
plz		Paluan	
pma		Paama	
pmb		Pambia	
pmd		Pallanganmiddang	
pme		Pwaamei	
pmf		Pamona	
pmh		Māhārāṣṭri Prākrit	
pmi		Northern Pumi	
pmj		Southern Pumi	
pmk		Pamlico	
pml		Lingua Franca	
pmm		Pomo	
pmn		Pam	
pmo		Pom	
pmq		Northern Pame	Xi’iuy
pmr		Paynamar	
pms		Piedmontese	Piemontèis
pmt		Tuamotuan	Pa’umotu
pmw		Plains Miwok	
pmx		Poumei Naga	
pmy		Papuan Malay	Melayu Papua
pmz		Southern Pame	
pna		Punan Bah-Biau	
pnb		Western Panjabi	پنجابی‎ (Panjābī)
pnc		Pannei	
pne		Western Penan	
png		Pongu	Tarin
pnh		Penrhyn	Mangarongaro, Tongareva
pni		Aoheng	
pnj		Pinjarup	
pnk		Paunaka	
pnl		Paleni	
pnm		Punan Batu 1	
pnn		Pinai-Hagahai	
pno		Panobo	
pnp		Pancana	
pnq		Pana (Burkina Faso)	
pnr		Panim	
pns		Ponosakan	
pnt		Pontic	
pnu		Jiongnai Bunu	
pnv		Pinigura	
pnw		Panytyima	
pnx		Phong-Kniang	
pny		Pinyin	Menka, Pinyin
pnz		Pana (Central African Republic)	
poc		Poqomam	Qaq’oral
poe		San Juan Atzingo Popoloca	Ngigua
pof		Poke	
pog		Potiguára	
poh		Poqomchi'	
poi		Highland Popoluca	
pok		Pokangá	
pom		Southeastern Pomo	
pon		Pohnpeian	Pohnpei
poo		Central Pomo	
pop		Pwapwâ	
poq		Texistepec Popoluca	
pos		Sayula Popoluca	
pot		Potawatomi	
pov		Upper Guinea Crioulo	Kriyol
pow		San Felipe Otlaltepec Popoloca	Ngiba
pox		Polabian	
poy		Pogolo	
ppe		Papi	
ppi		Paipai	
ppk		Uma	Uma
ppl		Pipil	Nahuat
ppm		Papuma	
ppn		Papapana	
ppo		Folopa	
ppp		Pelende	
ppq		Pei	
pps		San Luís Temalacayuca Popoloca	Ngigua
ppt		Pare	
ppu		Papora	
pqa		Pa'a	
pqm		Malecite-Passamaquoddy	
prc		Parachi	
prd		Parsi-Dari	
pre		Principense	
prf		Paranan	
prg		Prussian	prūsiskan
prh		Porohanon	
pri		Paicî	Paicî
prk		Parauk	
prl		Peruvian Sign Language	
prm		Kibiri	
prn		Prasuni	
pro		Old Provençal	
prp		Parsi	
prq		Ashéninka Perené	
prr		Puri	
prs		Dari	فارسی‎ (Farsi)
prt		Phai	
pru		Puragi	
prw		Parawen	
prx		Purik	
prz		Providencia Sign Language	
psa		Asue Awyu	
psc		Persian Sign Language	
psd		Plains Indian Sign Language	
pse		Central Malay	
psg		Penang Sign Language	
psh		Southwest Pashai	
psi		Southeast Pashai	
psl		Puerto Rican Sign Language	
psm		Pauserna	
psn		Panasuan	
pso		Polish Sign Language	
psp		Philippine Sign Language	
psq		Pasi	
psr		Portuguese Sign Language	
pss		Kaulong	
pst		Central Pashto	
psu		Sauraseni Prākrit	
psw		Port Sandwich	
psy		Piscataway	
pta		Pai Tavytera	Pai Tavyterã
pth		Pataxó Hã-Ha-Hãe	
pti		Pintiini	
ptn		Patani	
pto		Zo'é	
ptp		Patep	
ptq		Pattapu	
ptr		Piamatsina	
ptt		Enrekang	
ptu		Bambam	
ptv		Port Vato	
ptw		Pentlatch	
pty		Pathiya	
pua		Western Highland Purepecha	
pub		Purum	
puc		Punan Merap	
pud		Punan Aput	
pue		Puelche	
puf		Punan Merah	
pug		Phuie	Phuie
pui		Puinave	
puj		Punan Tubu	
pum		Puma	
puo		Puoc	
pup		Pulabu	
puq		Puquina	
pur		Puruborá	
put		Putoh	
puu		Punu	
puw		Puluwatese	
pux		Puare	
puy		Purisimeño	
pwa		Pawaia	
pwb		Panawa	
pwg		Gapapaiwa	
pwi		Patwin	
pwm		Molbog	
pwn		Paiwan	
pwo		Pwo Western Karen	
pwr		Powari	
pww		Pwo Northern Karen	
pxm		Quetzaltepec Mixe	
pye		Pye Krumen	
pym		Fyam	
pyn		Poyanáwa	
pys		Paraguayan Sign Language	
pyu		Puyuma	
pyx		Pyu (Myanmar)	
pyy		Pyen	
pzn		Para Naga	Naga
qua		Quapaw	
qub		Huallaga Huánuco Quechua	
quc		Kʼicheʼ	Kʼicheʼ
qud		Calderón Highland Quichua	
quf		Lambayeque Quechua	
qug		Chimborazo Highland Quichua	
quh		South Bolivian Quechua	
qui		Quileute	
quk		Chachapoyas Quechua	Llakwash
qul		North Bolivian Quechua	Quechua
qum		Sipacapense	
qun		Quinault	
qup		Southern Pastaza Quechua	Inka
quq		Quinqui	
qur		Yanahuanca Pasco Quechua	
qus		Santiago del Estero Quichua	Quichua
quv		Sacapulteco	
quw		Tena Lowland Quichua	
qux		Yauyos Quechua	
quy		Ayacucho Quechua	Runasimi
quz		Cusco Quechua	Qheswasimi, Runasimi
qva		Ambo-Pasco Quechua	
qvc		Cajamarca Quechua	Kichwa
qve		Eastern Apurímac Quechua	
qvh		Huamalíes-Dos de Mayo Huánuco Quechua	
qvi		Imbabura Highland Quichua	
qvj		Loja Highland Quichua	
qvl		Cajatambo North Lima Quechua	
qvm		Margos-Yarowilca-Lauricocha Quechua	
qvn		North Junín Quechua	
qvo		Napo Lowland Quechua	Runa Shimi
qvp		Pacaraos Quechua	
qvs		San Martín Quechua	Llakwash Quechua
qvw		Huaylla Wanca Quechua	
qvy		Queyu	
qvz		Northern Pastaza Quichua	
qwa		Corongo Ancash Quechua	
qwc		Classical Quechua	
qwh		Huaylas Ancash Quechua	Quechua
qwm		Kuman (Russia)	
qws		Sihuas Ancash Quechua	
qwt		Kwalhioqua-Tlatskanai	
qxa		Chiquián Ancash Quechua	
qxc		Chincha Quechua	
qxh		Panao Huánuco Quechua	Panao runacuna
qxl		Salasaca Highland Quichua	
qxn		Northern Conchucos Ancash Quechua	Quechua
qxo		Southern Conchucos Ancash Quechua	
qxp		Puno Quechua	
qxq		Qashqa'i	
qxr		Cañar Highland Quichua	
qxs		Southern Qiang	
